"ISI","ISI_extra","acc","accuracy","average_response_time","avg_rt","background","bidi","blank_dur","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_press","count_after_blank","count_blank","count_blank_1","count_block_loop","count_block_sequence","count_cross","count_cross_1","count_end_of_experiment","count_end_trigger_experiment","count_experiment","count_face","count_face_1","count_final","count_fixation_cross","count_instructions","count_logger","count_practice_loop","count_press","count_press_1","count_reset_feedback","count_settings","count_trial_sequence","count_trigger_experiment","count_trigger_practice","datetime","description","disable_garbage_collection","durface","experiment_file","experiment_path","face","fig","fix_dur","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","postfix_dur","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_press","response_press_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_press","response_time_press_1","round_decimals","sampler_backend","sorted","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","test_mode","time_after_blank","time_blank","time_blank_1","time_block_loop","time_block_sequence","time_cross","time_cross_1","time_end_of_experiment","time_end_trigger_experiment","time_experiment","time_face","time_face_1","time_final","time_fixation_cross","time_instructions","time_logger","time_practice_loop","time_press","time_press_1","time_reset_feedback","time_settings","time_trial_sequence","time_trigger_experiment","time_trigger_practice","title","total_correct","total_response_time","total_responses","trials_to_pause","trigger_interval","uniform_coordinates","width"
"2428","281","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","181","NA","181","0","0","181","NA","0","0","0","181","181","0","181","0","181","0","0","181","0","0","181","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","019.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","181","181","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","924075","NA","921574","49853","49853","920595","NA","NA","NA","3310","921377","921377","NA","920595","3365","924075","49845","13918","657126","NA","3310","920592","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2380","397","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","182","NA","182","0","0","182","NA","0","0","0","182","182","0","182","0","182","0","0","182","0","0","182","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f033.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","182","182","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","928114","NA","925614","49853","49853","924518","NA","NA","NA","3310","925417","925417","NA","924518","3365","928114","49845","13918","657126","NA","3310","924514","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2114","273","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","183","NA","183","0","0","183","NA","0","0","0","183","183","0","183","0","183","0","0","183","0","0","183","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","007.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","183","183","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","932028","NA","929528","49853","49853","928556","NA","NA","NA","3310","929331","929331","NA","928556","3365","932028","49845","13918","657126","NA","3310","928553","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2263","365","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","184","NA","184","0","0","184","NA","0","0","0","184","184","0","184","0","184","0","0","184","0","0","184","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f086.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","184","184","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","936032","NA","933532","49853","49853","932468","NA","NA","NA","3310","933335","933335","NA","932468","3365","936032","49845","13918","657126","NA","3310","932465","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2316","63","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","185","NA","185","0","0","185","NA","0","0","0","185","185","0","185","0","185","0","0","185","0","0","185","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","039.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","185","185","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","939748","NA","937247","49853","49853","936486","NA","NA","NA","3310","937050","937050","NA","936486","3365","939748","49845","13918","657126","NA","3310","936482","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2012","472","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","186","NA","186","0","0","186","NA","0","0","0","186","186","0","186","0","186","0","0","186","0","0","186","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m042.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","186","186","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","943864","NA","941364","49853","49853","940194","NA","NA","NA","3310","941167","941167","NA","940194","3365","943864","49845","13918","657126","NA","3310","940191","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2023","40","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","187","NA","187","0","0","187","NA","0","0","0","187","187","0","187","0","187","0","0","187","0","0","187","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","008.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","187","187","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","947541","NA","945040","49853","49853","944300","NA","NA","NA","3310","944843","944843","NA","944300","3365","947541","49845","13918","657126","NA","3310","944296","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2265","47","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","188","NA","188","0","0","188","NA","0","0","0","188","188","0","188","0","188","0","0","188","0","0","188","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m049.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","188","188","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","951228","NA","948728","49853","49853","947982","NA","NA","NA","3310","948530","948530","NA","947982","3365","951228","49845","13918","657126","NA","3310","947978","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2497","413","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","189","NA","189","0","0","189","NA","0","0","0","189","189","0","189","0","189","0","0","189","0","0","189","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m004.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","189","189","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","955279","NA","952779","49853","49853","951667","NA","NA","NA","3310","952582","952582","NA","951667","3365","955279","49845","13918","657126","NA","3310","951664","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2233","443","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","190","NA","190","0","0","190","NA","0","0","0","190","190","0","190","0","190","0","0","190","0","0","190","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","010.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","190","190","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","959361","NA","956861","49853","49853","955719","NA","NA","NA","3310","956664","956664","NA","955719","3365","959361","49845","13918","657126","NA","3310","955716","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2196","63","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","191","NA","191","0","0","191","NA","0","0","0","191","191","0","191","0","191","0","0","191","0","0","191","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m070.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","191","191","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","963062","NA","960562","49853","49853","959801","NA","NA","NA","3310","960365","960365","NA","959801","3365","963062","49845","13918","657126","NA","3310","959798","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2109","328","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","192","NA","192","0","0","192","NA","0","0","0","192","192","0","192","0","192","0","0","192","0","0","192","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","new7.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","192","192","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","967022","NA","964522","49853","49853","963495","NA","NA","NA","3310","964325","964325","NA","963495","3365","967022","49845","13918","657126","NA","3310","963492","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2364","62","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","193","NA","193","0","0","193","NA","0","0","0","193","193","0","193","0","193","0","0","193","0","0","193","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m096.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","193","193","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","970728","NA","968228","49853","49853","967467","NA","NA","NA","3310","968031","968031","NA","967467","3365","970728","49845","13918","657126","NA","3310","967464","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2470","172","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","194","NA","194","0","0","194","NA","0","0","0","194","194","0","194","0","194","0","0","194","0","0","194","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f094.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","194","194","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","974546","NA","972046","49853","49853","971175","NA","NA","NA","3310","971848","971848","NA","971175","3365","974546","49845","13918","657126","NA","3310","971172","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2327","75","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","195","NA","195","0","0","195","NA","0","0","0","195","195","0","195","0","195","0","0","195","0","0","195","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image2.i.indoor.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","195","195","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","145821","NA","10549","35881","145821","2","legacy","","1024","2","48000","-16","experiment","0","even","no","978267","NA","975767","49853","49853","974993","NA","NA","NA","3310","975570","975570","NA","974993","3365","978267","49845","13918","657126","NA","3310","974989","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
